processed_text	POStags	proba	original_text
Another police shooting in protest-plagued #Ferguson : http://t.co/NcVUm7Fqdp ( Scott Olson , Getty Images ) http://t.co/YfIp2RUB4N	D N V P N # , U , ^ ^ , ^ N , U	0.9821 0.9620 0.8639 0.8640 0.9001 0.5509 0.6107 0.9918 0.9466 0.9985 0.9985 0.9945 0.9404 0.7606 0.9822 0.9987	Another police shooting in protest-plagued #Ferguson: http://t.co/NcVUm7Fqdp (Scott Olson, Getty Images) http://t.co/YfIp2RUB4N                         
The day #Ferguson cops told a dirty , bloody lie ( via @thedailybeast ): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u	D N ^ N V D A , A N , P @ , U U	0.9966 0.9940 0.4940 0.7282 0.9994 0.9980 0.8542 0.9988 0.8955 0.8971 0.9886 0.9537 0.9976 0.8003 0.9953 0.9992	The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u                                     
Every 28 hours a black male is killed in the United States by police or vigilantes . #Ferguson	D $ N D A N V V P D ^ N P N & N , #	0.9536 0.9863 0.9872 0.9618 0.9649 0.9730 0.9949 0.9700 0.9823 0.9984 0.9288 0.8256 0.9991 0.6012 0.9873 0.9807 0.9980 0.9358	Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson                                                           
An observation from yrs in practice - if it takes you 5 days to get your story out & it doesn't make sense , it's probably not true #Ferguson	D N P N P N , P O V O $ N P V D N P & O V V N , L R R A #	0.9910 0.9989 0.9983 0.9410 0.9889 0.9966 0.9604 0.9973 0.9991 0.9999 0.9909 0.9841 0.9937 0.9994 1.0000 0.9955 0.9997 0.5076 0.9961 0.9971 0.9993 0.9984 0.9837 0.9984 0.9974 0.9995 0.9996 0.9772 0.6608	An observation from yrs in practice - if it takes you 5 days to get your story out &amp; it doesn't make sense, it's probably not true #Ferguson        
REMINDER : #MikeBrown was a kid who just wanted to walk down a street . And for that , HE IS DEAD . Those are the facts . #Ferguson	N , # V D N O R V P V T D N , & P O , O V A , O V D N , #	0.9863 0.9713 0.5327 0.9979 0.9996 0.9756 0.9792 0.9997 0.9918 0.9924 0.9976 0.5809 0.9929 0.9728 0.9984 0.9984 0.9964 0.8671 0.9983 0.9658 0.9992 0.9404 0.9986 0.7066 0.9927 0.9981 0.9988 0.9981 0.9323	REMINDER: #MikeBrown was a kid who just wanted to walk down a street. And for that, HE IS DEAD. Those are the facts. #Ferguson                          
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem . #ferguson http://t.co/VoJGrMOPbZ	D ^ ^ V P D N V V D N V O D N P D N , # U	0.9406 0.9016 0.4847 0.9915 0.8465 0.9989 0.9952 0.9597 0.9179 0.6562 0.9964 0.9997 0.9785 0.9966 0.9995 0.9995 0.9993 0.9995 0.9980 0.8663 0.9970	The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ                        
Oh , a suspect in a robbery ? That changes everything . Everyone knows summary execution is the penalty for suspicion of robbery #Ferguson	! , D N P D N , O V N , N V N N V D N P N P N #	0.9950 0.9972 0.9914 0.9665 0.9954 0.9953 0.9975 0.9969 0.7864 0.9660 0.9894 0.9984 0.9543 0.9872 0.9773 0.9994 0.9953 0.9992 0.9884 0.9997 0.9964 0.9968 0.9401 0.8982	Oh, a suspect in a robbery? That changes everything. Everyone knows summary execution is the penalty for suspicion of robbery #Ferguson                 
They released that information this morning about the robbery KNOWING #MikeBrown wasn't stopped for it ? Explain why . EXPLAIN . WHY . #Ferguson	O V D N D N P D N V # V V P O , V R , V , R , #	0.9908 0.9994 0.8909 0.9943 0.9681 0.9916 0.9990 0.9994 0.9962 0.9475 0.5809 0.9248 0.9944 0.9990 0.9962 0.9983 0.9942 0.9768 0.9947 0.9828 0.9978 0.9621 0.9916 0.9503	They released that information this morning about the robbery KNOWING #MikeBrown wasn't stopped for it? Explain why. EXPLAIN. WHY. #Ferguson            
to be clear : an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police . #Ferguson	P V A , D A N R V D N P N V R V V N P N P D N , #	0.9906 0.9997 0.9487 0.9836 0.9884 0.9983 0.9980 0.9966 0.9997 0.9984 0.9978 0.9968 0.9695 0.9866 0.9812 0.5424 0.9795 0.9892 0.9978 0.9347 0.9998 0.9976 0.9830 0.9953 0.9331	to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson                        
JUST IN : #Ferguson Police Chief Thomas Jackson tells @RobinRoberts they will release the name of the police officer today	R P , # N N ^ ^ V @ O V V D N P D N N N	0.9996 0.9521 0.7612 0.5476 0.6101 0.9113 0.9980 1.0000 0.9766 0.9978 0.9908 0.9992 0.9730 0.9995 0.9997 0.9996 0.9975 0.8950 0.9958 0.9930	JUST IN: #Ferguson Police Chief Thomas Jackson tells @RobinRoberts they will release the name of the police officer  today                              
#Ferguson PD beat , & charged innocent man with " Property Damage " for bleeding on officer's clothes @YourAnonNews http://t.co/cdyvEIzZRw	# ^ V , & V A N P , N N , P V P S N @ U	0.6957 0.3912 0.8436 0.9982 0.9971 0.9834 0.9981 0.9910 0.9979 0.9849 0.9198 0.9921 0.9969 0.9899 0.9987 0.9621 0.5796 0.9798 0.9968 0.9953	#Ferguson PD beat, &amp; charged innocent man with "Property Damage" for bleeding on officer's clothes @YourAnonNews  http://t.co/cdyvEIzZRw            
Educated guess : possible reason they didn't release shooter's incident report -- he didn't write one on advice of his lawyer . #Ferguson	V V , A N O V V S N N , O V V $ P N P D N , #	0.6412 0.8140 0.9522 0.9979 0.9875 0.9846 0.9999 0.8512 0.7067 0.9966 0.9608 0.9349 0.9937 0.9999 0.9981 0.9502 0.9878 0.9989 0.9992 0.9987 0.9985 0.9983 0.9341	Educated guess: possible reason they didn't release shooter's incident report--he didn't write one on advice of his lawyer. #Ferguson                   
If Dorian Johnson is a suspect in a robbery that justified #DarrenWilson killing #MikeBrown , why hasn't Dorian been arrested ? #Ferguson	P ^ ^ V D N P D N P V ^ V ^ , R V ^ V V , #	0.9944 0.9851 0.9996 0.9992 0.9971 0.9729 0.9954 0.9953 0.9968 0.8859 0.7945 0.7550 0.9834 0.4791 0.9954 0.8884 0.9753 0.9758 0.9164 0.9876 0.9955 0.8949	If Dorian Johnson is a suspect in a robbery that justified #DarrenWilson killing #MikeBrown, why hasn't Dorian been arrested? #Ferguson                 
How many white celebrities have been CAUGHT shoplifting and end up dead in streets ? I'll wait . #Ferguson	R A A N V V V N & V T A P N , L V , #	0.9962 0.9608 0.9242 0.9985 0.9976 0.9531 0.9915 0.9851 0.9977 0.5788 0.9250 0.8051 0.9927 0.7166 0.9991 0.9795 0.9979 0.9976 0.9284	How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson                                                
" I know his initial contact was not related to the robbery , " #Ferguson chief says . " It was related to blocking the road . "	, O V D A N V R V P D N , , ^ N V , , O V A P V D N , ,	0.9881 0.9987 0.9999 0.9966 0.9783 0.9779 0.9945 0.9991 0.7776 0.9986 0.9991 0.9968 0.9975 0.9912 0.5894 0.5254 0.9429 0.9973 0.9905 0.9966 0.9989 0.6979 0.9975 0.9999 0.9996 0.9953 0.9964 0.9737	"I know his initial contact was not related to the robbery," #Ferguson chief says. "It was related to blocking the road."                               
And I feel silly for pointing this out but ... In America we don't have executions by gunfire for alleged robberies . #Ferguson #MikeBrown	& O V A P V O T & , P ^ O V V N P N P A N , # #	0.9993 0.9984 0.9989 0.9919 0.9993 0.9982 0.8762 0.9215 0.9741 0.9319 0.9798 0.9979 0.9948 1.0000 0.9989 0.9962 0.9981 0.7750 0.9996 0.9140 0.9997 0.9971 0.8150 0.9968	And I feel silly for pointing this out but...  In America we don't have  executions by gunfire for alleged robberies. #Ferguson #MikeBrown              
This #Ferguson PD chief press conference is AMAZING ... he just ADMITTED Darren Wilson stopped him bc of the jaywalking .	D ^ ^ ^ N N V A , O R V ^ ^ V O P P D N ,	0.8536 0.8641 0.9401 0.6447 0.8296 0.9998 0.9971 0.9858 0.9714 0.9911 0.9998 0.9890 0.9992 0.9995 0.9998 0.9854 0.8421 0.9972 0.9987 0.9294 0.9975	This #Ferguson PD chief press conference is AMAZING... he just ADMITTED Darren Wilson stopped him bc of the jaywalking.                                 
200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community	$ N P N N P ^ P X V D N N & D A A N	0.9944 0.9934 0.9744 0.9861 0.9622 0.9936 0.8998 0.9932 0.8081 0.9983 0.9984 0.9917 0.9948 0.9991 0.9224 0.9597 0.9648 0.9954	200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community                                             
People got even angrier after the admission that the #Ferguson store theft had nothing to do with why Brown was stopped by Wilson .	N V R A P D N P D ^ N N V N P V P R ^ V V P ^ ,	0.9953 0.9961 0.9896 0.8684 0.9982 0.9943 0.9932 0.9909 0.9944 0.9827 0.8424 0.9956 0.9895 0.9944 0.9927 0.9998 0.9920 0.6777 0.9254 0.9925 0.9963 0.9945 0.9988 0.9947	People got even angrier after the admission that the #Ferguson store theft had nothing to do with why Brown was stopped by Wilson.                      
so #MikeBrown's hat disappeared and he changed into shoes right ? #Ferguson http://t.co/2zu5sUH84S	P Z N V & O V P N R , # U	0.7017 0.7169 0.8491 0.8881 0.9963 0.9962 0.9987 0.9916 0.9914 0.7163 0.9980 0.7507 0.9982	so #MikeBrown's hat disappeared and he changed into shoes right? #Ferguson http://t.co/2zu5sUH84S                                                       
The name of the officer who shot #MikeBrown has been named . His name is Darren Wilson , a 6-year veteran of the #Ferguson police department .	D N P D N O N # V V V , D N V ^ ^ , D $ N P D ^ N N ,	0.9946 0.9998 0.9995 0.9993 0.9854 0.8768 0.7514 0.6347 0.9874 0.9734 0.9951 0.9971 0.9952 0.9995 0.9969 0.9993 0.9994 0.9969 0.9936 0.6390 0.9835 0.9995 0.9930 0.9754 0.4992 0.9955 0.9951	The name of the officer who shot #MikeBrown has been named. His name is Darren Wilson, a 6-year veteran of the #Ferguson police department.             
If anyone's looking for a reason to murder me execution-style in the street , I stole a coke from a Walmart when I was 19 . #Ferguson	P L V P D N P V O N P D N , O V D N P D ^ R O V $ , #	0.9915 0.8675 0.9595 0.9989 0.9980 0.9963 0.9988 0.8721 0.9712 0.8367 0.9992 0.9983 0.8994 0.9967 0.9978 0.9984 0.9972 0.9986 0.9997 0.9944 0.8069 0.9911 0.9988 0.9998 0.9948 0.9958 0.9280	If anyone's looking for a reason to murder me execution-style in the street, I stole a coke from a Walmart when I was 19. #Ferguson                     
BREAKING : Lawyer says that Brown's friend confirms that he did take the cigarillos ( via . MSNBC ) http://t.co/G6wckF1hVm #Ferguson	N , N V O Z N V P O V V D N , P , ^ , U #	0.6086 0.9728 0.7847 0.9970 0.4497 0.9797 0.9687 0.9978 0.8755 0.9994 0.9995 0.9970 0.9996 0.9379 0.9877 0.6391 0.9939 0.4013 0.9730 0.9977 0.9279	BREAKING: Lawyer says that Brown's friend confirms that he did take the cigarillos (via. MSNBC) http://t.co/G6wckF1hVm #Ferguson                        
Sooooooo Chief of #Ferguson lied and said that an ambulance was on the scene ? #OpFerguson @OpFerguson @YourAnonNews http://t.co/1XX6A5Mt9x	R N P ^ V & V P D N V P D N , # @ @ U	0.5093 0.5204 0.9937 0.9833 0.9392 0.9964 0.9984 0.8008 0.9946 0.9979 0.9957 0.9767 0.9992 0.9882 0.9982 0.9042 0.9988 0.9974 0.9974	Sooooooo Chief of #Ferguson lied and said that an ambulance was on the scene? #OpFerguson @OpFerguson @YourAnonNews http://t.co/1XX6A5Mt9x              
Swat team in #Ferguson have state mandated ' murder insurance ' to protect them from lawsuits if they kill anyone .	N N P ^ V N V , N N , P V O P N P O V N ,	0.5905 0.9961 0.9951 0.9823 0.9836 0.9813 0.9718 0.9803 0.9751 0.9906 0.9647 0.9922 0.9999 0.9645 0.9937 0.9262 0.9997 0.9961 0.9987 0.9821 0.9970	Swat team in #Ferguson have state mandated 'murder insurance' to protect them from lawsuits if they kill anyone.                                        
Maybe hard hitting @foxnews should be covering what's going on in #Ferguson , Mo . instead of fat shaming the First Lady ??	R A V @ V V V L V P P ^ , ^ , R P A V D A N ,	0.9968 0.9036 0.8096 0.9952 0.9966 0.9994 0.9936 0.9897 0.9940 0.6687 0.9834 0.9761 0.9918 0.5529 0.9905 0.9218 0.9814 0.9525 0.6519 0.9995 0.9373 0.9159 0.9947	Maybe hard hitting @foxnews should be covering what's going on in #Ferguson, Mo. instead of fat shaming the First Lady??                                
WATCH : Surveillance Video of Strong-Arm Robbery Linked to Michael Brown #Ferguson http://t.co/6fjtzxU063	V , N N P A N V P ^ ^ ^ U	0.8454 0.9777 0.9038 0.9978 0.9875 0.8669 0.9278 0.9921 0.9890 0.9998 0.9980 0.8098 0.9981	WATCH: Surveillance Video of Strong-Arm Robbery Linked to Michael Brown #Ferguson http://t.co/6fjtzxU063                                                
You release the robbery report and not the shooting report ? Do you think we don't see you ? #Ferguson PD ?	O V D N N & R D N N , V O V O V V O , # ^ ,	0.9715 0.9549 0.9992 0.9943 0.9509 0.9982 0.9908 0.9957 0.9628 0.9789 0.9956 0.9993 0.9996 0.9997 0.9982 1.0000 0.9999 0.9847 0.9991 0.7225 0.4522 0.9918	You release the robbery report and not the shooting report? Do you think we don't see you?#Ferguson PD?                                                 
Here's the police report . Somehow #Ferguson cops valued a box of Swishers at nearly $50 . Time to stop smokin I guess http://t.co/8ZkvrHkApc	L D N N , R ^ N V D N P N P R $ , N P V V O V U	0.9096 0.9959 0.8976 0.9759 0.9989 0.9511 0.7858 0.8344 0.9985 0.9985 0.9978 0.9955 0.8547 0.9983 0.9356 0.9777 0.9970 0.9427 0.9979 0.9978 0.9878 0.9987 0.9991 0.9976	Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc             
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer . http://t.co/B4hWevO7l9	N # V V N P ^ P O V N $ N P D ^ N N , U	0.9222 0.8551 0.9641 0.9980 0.8822 0.9975 0.9910 0.9996 0.9993 0.9994 0.9247 0.9231 0.9907 0.9994 0.9833 0.8671 0.4694 0.9954 0.9964 0.9984	Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/B4hWevO7l9                   
#Ferguson Police Chief confirms when officer stopped #MikeBrown , he was not aware he was a suspect in a robbery .	# N N V R N V ^ , O V R A O V D N P D N ,	0.6488 0.5895 0.9495 0.9908 0.9576 0.9095 0.9963 0.6818 0.9965 0.9973 0.9995 0.9999 0.8940 0.9962 0.9999 0.9988 0.9729 0.9954 0.9931 0.9974 0.9964	#Ferguson Police Chief confirms when officer stopped #MikeBrown, he was not aware he was a suspect in a robbery.                                        
New link : #Ferguson police release video they say shows a robbery involving #MichaelBrown : http://t.co/GMDuU33oed http://t.co/RaAWvjcWNu	A N , # N N N O V V D N V ^ , U U	0.9848 0.9986 0.9312 0.5418 0.8581 0.9473 0.9818 0.9925 0.9985 0.9917 0.9985 0.9977 0.8053 0.5639 0.8828 0.9947 0.9987	New link: #Ferguson police release video they say shows a robbery involving #MichaelBrown: http://t.co/GMDuU33oed http://t.co/RaAWvjcWNu                
Currently the #FoxNews website has zero , repeat , ZERO coverage of the #Ferguson protests , probably due to lack of cowboy hats .	R D ^ ^ V N , N , $ N P D ^ N , R A P N P N N ,	0.9829 0.9881 0.8081 0.7945 0.9855 0.3655 0.9972 0.3903 0.9968 0.5123 0.9998 0.9995 0.9930 0.9790 0.9735 0.9984 0.9997 0.8427 0.9981 0.7870 0.9974 0.6054 0.9988 0.9981	Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.                          
Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9	A A A N # V N $ N P D ^ N N P N P N U	0.9966 0.7159 0.8946 0.9977 0.6756 0.9894 0.9247 0.9231 0.9907 0.9994 0.9833 0.8671 0.4694 0.9884 0.9997 0.9973 0.9965 0.9873 0.9969	Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9              
#Ferguson police chief just confirmed that officer's interaction with Michael Brown NOT related to the robbery .	# N N R V D S N P ^ ^ R V P D N ,	0.6427 0.8429 0.9732 0.9997 0.9932 0.4459 0.7493 0.9949 0.9991 0.9999 0.9930 0.9800 0.7472 0.9986 0.9992 0.9987 0.9974	#Ferguson police chief just confirmed that officer's interaction with Michael Brown NOT related to the robbery.                                         
Police in #Ferguson once charged a man w/ destruction of property for bleeding on their uniforms after they beat him http://t.co/MRVP76sdUP	N P ^ R V D N P N P N P V P D N P O V O U	0.5918 0.9903 0.9493 0.9584 0.9944 0.9988 0.9926 0.9702 0.9996 0.9947 0.9924 0.9996 0.9987 0.9761 0.9974 0.9985 0.9949 0.9983 0.9999 0.9828 0.9979	Police in #Ferguson once charged a man w/ destruction of property for bleeding on their uniforms after they beat him http://t.co/MRVP76sdUP             
It's not #MikeBrown in those #Ferguson police video stills . Not unless he changed his shoes after the robbery but before he met the officer .	L R # P D ^ ^ N N , R P O V D N P D N & P O V D N ,	0.9985 0.9958 0.3080 0.9919 0.7353 0.8839 0.5253 0.9836 0.9915 0.9988 0.9912 0.9957 0.9987 0.9996 0.9998 0.9987 0.9982 0.9961 0.9926 0.9855 0.9394 0.9988 0.9993 0.9998 0.9963 0.9974	It's not #MikeBrown in those #Ferguson police video stills. Not unless he changed his shoes after the robbery but before he met the officer.            
Police in St. Louis County say an officer shot and critically wounded a suspect early this morning near #Ferguson http://t.co/htLmEiuCS5	N P ^ ^ ^ V D N N & R V D N A D N P ^ U	0.5918 0.9975 0.9945 0.9990 0.6758 0.9532 0.9949 0.9855 0.9943 0.9983 0.9973 0.8077 0.9972 0.8680 0.7337 0.9814 0.9978 0.9928 0.9474 0.9978	Police in St. Louis County say an officer shot and critically wounded a suspect early this morning near #Ferguson http://t.co/htLmEiuCS5                
#ferguson has had ZERO homicides in the last year . ' Black on black crime is our real problem ' folks where y'all at ?	^ V V $ N P D A N , , ^ P A N V D A N , N R O P ,	0.8566 0.9932 0.9934 0.3839 0.9976 0.9991 0.9996 0.9959 0.9965 0.9907 0.9142 0.7880 0.9773 0.9167 0.9997 0.9991 0.9977 0.9886 0.9972 0.9743 0.9923 0.9678 0.9910 0.9876 0.9925	#ferguson has had ZERO homicides in the last year. 'Black on black crime is our real problem' folks where y'all at?                                     
#Ferguson police say shooting death of Michael Brown came after teen was suspect in robbery : http://t.co/KSXV15Y5yw http://t.co/qi7Z5SUWtS	# N V V N P ^ ^ V P N V N P N , U U	0.6427 0.8947 0.9751 0.9014 0.9976 0.9966 0.9999 0.9948 0.9742 0.5728 0.3407 0.9707 0.4441 0.9939 0.9960 0.9220 0.9944 0.9991	#Ferguson police say shooting death of Michael Brown came after teen was suspect in robbery: http://t.co/KSXV15Y5yw http://t.co/qi7Z5SUWtS              
Bottom line : cops are supposed to use deadly force only when lives are at risk . You don't shoot robbery suspects . #Ferguson	^ N , N V A P V A N R R V V P N , O V V N V , #	0.5189 0.9630 0.9546 0.9689 0.9941 0.9858 0.9987 0.9855 0.9512 0.9514 0.9480 0.9884 0.7154 0.9865 0.9903 0.9676 0.9973 0.9988 0.9999 0.9337 0.9825 0.5802 0.9972 0.9503	Bottom line: cops are supposed to use deadly force only when lives are at risk. You don't shoot robbery suspects. #Ferguson                             
In 2009 , #Ferguson police beat a man and charged him for bleeding on them : http://t.co/KzF6Z1l0UK	P $ , ^ N V D N & V O P V P O , U	0.9809 0.9267 0.9899 0.6332 0.5766 0.9861 0.9988 0.9898 0.9979 0.9993 0.9874 0.9976 0.9987 0.9651 0.9332 0.9004 0.9968	In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK                                                       
Another account of what happened to #MikeBrown #JusticeForMikeBrown http://t.co/sOD2olFYwp #STL #FERGUSON	D N P O V P # # U # #	0.9956 0.9996 0.9965 0.9927 0.9981 0.9745 0.4243 0.9886 0.9969 0.9309 0.9768	Another account of what happened to #MikeBrown #JusticeForMikeBrown http://t.co/sOD2olFYwp #STL #FERGUSON                                               
If there is surveillance of a robbery why release stills and not the video itself ? #Ferguson	P X V N P D N R N N & R D N O , #	0.9875 0.8799 0.9881 0.9827 0.9983 0.9972 0.9939 0.9231 0.8510 0.9896 0.9980 0.9908 0.9956 0.9986 0.9317 0.9984 0.9007	If there is surveillance of a robbery why release stills and not the video itself? #Ferguson                                                            
#Ferguson police : Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery . http://t.co/L6bieyrz2a	# N , N V P A N P ^ ^ V V O V N P A N , U	0.6427 0.9607 0.8776 0.6283 0.9930 0.9267 0.9065 0.9809 0.9941 0.9999 0.9972 0.9992 0.9996 0.9979 0.9996 0.4441 0.9972 0.7960 0.9998 0.9955 0.9986	#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a             
The surveillance tape the police have on TV DOESNT even look like anything near Canfield Green apts . #MIKEBROWN #Ferguson	D N N D N V P N V R V P N P ^ A N , # #	0.9861 0.9893 0.9761 0.9924 0.8976 0.9947 0.9722 0.8114 0.9398 0.9937 0.9955 0.8890 0.9962 0.9879 0.9972 0.6475 0.9951 0.9990 0.9299 0.9609	The surveillance tape the police have on TV DOESNT even look like anything near Canfield Green apts. #MIKEBROWN #Ferguson                               
#Ferguson chief said the officer was unaware of any robbery & stopped #MikeBrown for jay walking . #TheJig http://t.co/uLWzIJH5WJ	# N V D N V A P D N & V ^ P ^ V , # U	0.5140 0.8681 0.9970 0.9984 0.9751 0.9955 0.9652 0.9990 0.9965 0.9977 0.9946 0.9972 0.7396 0.9960 0.9927 0.9676 0.9981 0.9544 0.9983	#Ferguson chief said the officer was unaware of any robbery &amp; stopped #MikeBrown for jay walking. #TheJig http://t.co/uLWzIJH5WJ                    
Chief seems to make it very clear that shooter did NOT write an incident report . 5th Amendment . #Ferguson	N V P V O R A D N V R V D N N , A N , #	0.5350 0.9836 0.9911 0.9998 0.8272 0.9934 0.9937 0.6230 0.9990 0.9922 0.9950 0.9960 0.9969 0.9978 0.9798 0.9982 0.7559 0.9822 0.9981 0.9166	Chief seems to make it very clear that shooter did NOT write an incident report. 5th Amendment. #Ferguson                                               
#Ferguson police once charged a man with property damage because his blood got on their uniforms when they beat him . http://t.co/vceyBKQgwv	# N R V D N P N N P D N V P D N R O V O , U	0.6427 0.7851 0.9540 0.9934 0.9988 0.9932 0.9987 0.9787 0.7020 0.9998 0.9979 0.9944 0.9895 0.8546 0.9974 0.9950 0.9751 0.9709 0.9999 0.9913 0.9922 0.9975	#Ferguson police once charged a man with property damage because his blood got on their uniforms when they beat him. http://t.co/vceyBKQgwv             
This isn't the first time #Ferguson PD lied . Read this article . http://t.co/3miqibGdzQ	O V D A N # ^ V , V D N , U	0.5884 0.9994 0.9995 0.9951 0.9960 0.6864 0.4049 0.9296 0.9973 0.9880 0.9631 0.9929 0.9968 0.9988	This isn't the first time #Ferguson PD lied. Read this article. http://t.co/3miqibGdzQ                                                                  
Why was #Ferguson PD still looking for the suspect 7 hours after Michael Brown had been killed ? http://t.co/xmMMBBN5nT	R V ^ ^ R V P D N $ N P ^ ^ V V V , U	0.9102 0.9911 0.8618 0.9199 0.9918 0.9922 0.9997 0.9989 0.8237 0.9962 0.9983 0.9892 0.9998 0.9973 0.9917 0.9796 0.9890 0.9974 0.9968	Why was #Ferguson PD still looking for the suspect 7 hours after Michael Brown had been killed? http://t.co/xmMMBBN5nT                                  
JUST IN : #Ferguson police identify officer who shot Michael Brown http://t.co/ynEjjl1uD1	R P , # N V N O N ^ ^ U	0.9996 0.9521 0.7612 0.5418 0.8512 0.9210 0.9741 0.8768 0.6635 0.9986 0.9963 0.9980	JUST IN: #Ferguson police identify officer who shot Michael Brown http://t.co/ynEjjl1uD1                                                                
Question for #Ferguson police chief ? If OFFICER DARREN WILSON was in pursuit of a robbery suspect , why tell kids to get out of the road ? LIE	N P ^ N N , P N ^ ^ V P N P D N N , R V N P V P P D N , V	0.9370 0.9995 0.9711 0.5385 0.9726 0.9987 0.9469 0.7706 0.9923 0.9992 0.9978 0.9318 0.9918 0.9983 0.9972 0.9934 0.9102 0.9986 0.9382 0.9273 0.9651 0.9993 0.9999 0.7223 0.9984 0.9991 0.9797 0.9972 0.9194	Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE            
Being shot 10 times in the street for stealing cigars is due process ? No arrest . No trial . No conviction ― just immediate execution . #Ferguson	V N $ N P D N P V N V A N , D N , D N , D N , R A N , #	0.9933 0.9802 0.9992 0.9892 0.9991 0.9983 0.8487 0.9995 0.9893 0.9961 0.9966 0.9674 0.9991 0.9981 0.5431 0.9810 0.9978 0.8747 0.9998 0.9985 0.8273 0.9999 0.5932 0.9997 0.9973 0.9998 0.9952 0.9333	Being shot 10 times in the street for stealing cigars is due process? No arrest. No trial. No conviction―just immediate execution. #Ferguson            
Call out to STL Co police : only can confirm a person shot on Chambers , and is down . No word on alive or dead , or why . #Ferguson	V T P ^ ^ N , R V V D N N P ^ , & V R , D N P A & A , & R , #	0.9095 0.8357 0.9977 0.9848 0.9922 0.8797 0.9534 0.5606 0.9989 0.9997 0.9987 0.9651 0.9627 0.9965 0.9332 0.9961 0.9989 0.9993 0.6899 0.9980 0.8117 0.9953 0.9911 0.9808 0.9936 0.8552 0.9987 0.9947 0.9649 0.9939 0.9384	Call out to STL Co police: only can confirm a person shot on Chambers, and is down. No word on alive or dead, or why. #Ferguson                         
#Ferguson police say Michael Brown was robbery suspect , which totally explains why he got the death penalty without a trial .	# N V ^ ^ V N N , D R V R O V D N N P D N ,	0.6427 0.8947 0.9660 0.9998 0.9975 0.9817 0.9109 0.9102 0.9982 0.8447 0.9884 0.9971 0.9420 0.9986 0.9998 0.9996 0.9900 0.9984 0.9986 0.9956 0.9991 0.9987	#Ferguson police say Michael Brown was robbery suspect, which totally explains why he got the death penalty without a trial.                            
#ferguson police engaged in character assassination to cover up actual assassination . you . simply . don't . shoot . unarmed . teenagers . EVER .	# N V P N N P V T A N , O , R , V , N , A , N , R ,	0.5503 0.7742 0.9949 0.9219 0.9936 0.9967 0.9979 0.9887 0.8570 0.9499 0.9999 0.9982 0.9861 0.9996 0.9906 0.9969 0.9992 0.9960 0.7583 0.9986 0.9981 0.9977 0.9828 0.9987 0.9855 0.9961	#ferguson police engaged in character assassination to cover up actual assassination. you. simply. don't. shoot. unarmed. teenagers. EVER.              
It took the police 5 days to concoct this tale and this is what they came up with ? #ninjaplease #ferguson	O V D N $ N P V D N & O V O O V T P , # #	0.9956 0.9997 0.9972 0.8711 0.9929 0.9937 0.9990 0.9925 0.9591 0.9970 0.9978 0.9818 0.9962 0.9901 0.9949 0.9998 0.9910 0.9899 0.9945 0.9406 0.9826	It took the police 5 days to concoct this tale and this is what they came up with? #ninjaplease #ferguson                                               
From jaywalking to strong-arm robbery . Mhm ... #Ferguson	P N P A N , ! , #	0.9944 0.6878 0.9948 0.5580 0.9980 0.9983 0.6505 0.8861 0.9230	From jaywalking to strong-arm robbery.   Mhm... #Ferguson                                                                                               
