text,Event,token
"Next up on Fox News: Here's some footage of angry black people in #Ferguson with no discussion about why they're angry. Enjoy!
#MikeBrown",ferguson,"['next', 'fox', 'news', 'heres', 'footage', 'angry', 'black', 'people', '#', 'discussion', 'theyre', 'angry', 'enjoy', '#']"
When #Ferguson is just a town again - not a Twitter trend or a news story - a mother will still be without her son. http://t.co/mieUXka06T,ferguson,"['#', 'town', 'twitter', 'trend', 'news', 'story', 'mother', 'still', 'without', 'son', '&']"
Easily 50+ officers asking protesters to leave in #Ferguson over #MikeBrown rally #kmov http://t.co/RBkfloalhF,ferguson,"['easily', '50', 'officers', 'asking', 'protesters', 'leave', '#', '#', 'rally', '#', '&']"
"Where Was #Sharpton, Liberals, Obama?! Almost Exactly One Year Ago in #Ferguson Missouri http://t.co/lTluzAHrMf #tcot http://t.co/lOdFjDO5Ux",ferguson,"['#', 'liberals', 'obama', 'almost', 'exactly', 'one', 'year', 'ago', '#', 'missouri', '&', '#', '&']"
"Trayvon Martin, Jordan Davis, Jonathan Ferrell... and now #MikeBrown. Who is next?http://t.co/zgxUC7N7TJ #Ferguson http://t.co/QHDkP8BFIJ",ferguson,"['trayvon', 'martin', 'jordan', 'davis', 'jonathan', 'ferrell', '#', 'next', '&', '#', '&']"
Every Black person should drill this in their heads:we are in Jim Crow 2.0..and the new lynch mobs and KKK members ARE THE POLICE #Ferguson,ferguson,"['every', 'black', 'person', 'drill', 'headswe', 'jim', 'crow', '20and', 'new', 'lynch', 'mobs', 'kkk', 'members', 'police', '#']"
The protest is turning into a memorial and moving from the #Ferguson Police HQ to the street where #MikeBrown was killed.,ferguson,"['protest', 'turning', 'memorial', 'moving', '#', 'police', 'hq', 'street', '#', 'killed']"
Much to say about #Ferguson… but can’t be bothered w/a fallen 2 star General… The Pres. is an abomination! #Greene http://t.co/pLNlq69eyS,ferguson,"['much', 'say', '#', 'cant', 'bothered', 'wa', 'fallen', '2', 'star', 'general', 'pres', 'abomination', '#', '&']"
"""#FERGUSON Dispatch #3: #MikeBrown Was Murdered and We Want Justice"" http://t.co/E8HEAgXOio #TWIBnation http://t.co/r2QfO4Ldis",ferguson,"['#', 'dispatch', '#', '#', 'murdered', 'want', 'justice', '&', '#', '&']"
Join us in O'Fallon Park at 6PM for a free concert event in celebration of #MikeBrown's life. #Ferguson's own @brianowenstv performing.,ferguson,"['join', 'us', 'ofallon', 'park', '6pm', 'free', 'concert', 'event', 'celebration', '#', 'life', '#', '@', 'performing']"
BREAKING: AG Eric Holder has instructed attorneys in the department's civil rights division to monitor developments in #Ferguson. -@AP,ferguson,"['breaking', 'ag', 'eric', 'holder', 'instructed', 'attorneys', 'departments', 'civil', 'rights', 'division', 'monitor', 'developments', '#', '@']"
O holds a press conf over a #Ferguson thug being killed while the honorable Gen.Harold Greene goes unmentioned. #tcot http://t.co/7j4HILwAst,ferguson,"['holds', 'press', 'conf', '#', 'thug', 'killed', 'honorable', 'genharold', 'greene', 'goes', 'unmentioned', '#', '&']"
And how are some of y'all so quick to believe the same police dept. that threw tear gas at folks in their gatdamb front yards. #Ferguson,ferguson,"['yall', 'quick', 'believe', 'police', 'dept', 'threw', 'tear', 'gas', 'folks', 'gatdamb', 'front', 'yards', '#']"
How did the U.S. police get the weapons + tactics we're seeing in #Ferguson? See our report https://t.co/fGfa17WplH #JusticeForMikeBrown,ferguson,"['us', 'police', 'get', 'weapons', 'tactics', 'seeing', '#', 'see', 'report', '&', '#']"
#Ferguson #BundyRanch #Hypocrisy / H/T to @Khary for the images. http://t.co/rt7u6zOA1p,ferguson,"['#', '#', '#', 'ht', '@', 'images', '&']"
"Well, it took Twitter about 5 minutes to completely demolish the #Ferguson police's smear conference.",ferguson,"['well', 'took', 'twitter', '5', 'minutes', 'completely', 'demolish', '#', 'polices', 'smear', 'conference']"
I have no gun. But my phone is fully charged. #DONTSHOOT #Ferguson #HANDSUP #MikeBrown http://t.co/KOxo7QhoU0,ferguson,"['gun', 'phone', 'fully', 'charged', '#', '#', '#', '#', '&']"
White twitter doing what they do best... #Ferguson #FergusonShooting http://t.co/Ks2YLkYmEJ,ferguson,"['white', 'twitter', 'best', '#', '#', '&']"
Thousands of New Yorkers shut down Times Square in support of #JusticeForMikeBrown #Ferguson http://t.co/4YiZ7WPjuR,ferguson,"['thousands', 'new', 'yorkers', 'shut', 'times', 'square', 'support', '#', '#', '&']"
This is sheer insanity. Just look at @sebwalker's photo from #Ferguson. http://t.co/6f8dNxWBeO,ferguson,"['sheer', 'insanity', 'look', '@', 'photo', '#', '&']"
Overkill in #Ferguson. Officer won't answer my question about why this is needed. http://t.co/iSPsP1Rxa1,ferguson,"['overkill', '#', 'officer', 'wont', 'answer', 'question', 'needed', '&']"
That crowd behind the cops? MORE cops. #ferguson http://t.co/DBmGbd1TUl,ferguson,"['crowd', 'behind', 'cops', 'cops', '#', '&']"
Chambers and W. Florissant right now. #Ferguson http://t.co/fLag6Sw0MU,ferguson,"['chambers', 'w', 'florissant', 'right', '#', '&']"
"Media, we will not allow you to spin this story to make it seem as if #MikeBrown deserved to die. Nope. We won't let it happen. #Ferguson",ferguson,"['media', 'allow', 'spin', 'story', 'make', 'seem', '#', 'deserved', 'die', 'nope', 'wont', 'let', 'happen', '#']"
"Protest continues in front of #ferguson police dept ""the people united, will never be defeated"" #FergusonShooting http://t.co/4wXq3z6tDX",ferguson,"['protest', 'continues', 'front', '#', 'police', 'dept', 'people', 'united', 'never', 'defeated', '#', '&']"
"Unfollow me NOW if you're like ""Why was he running?"" or tweeting ANY justification 4 the murder of #MikeBrown by #Ferguson cops.",ferguson,"['unfollow', 'youre', 'like', 'running', 'tweeting', 'justification', '4', 'murder', '#', '#', 'cops']"
"Police told protesters to get out of street, they instead got on knees and said, ""Hands up! Don't shoot!"" #Ferguson http://t.co/XFpEsXBwM3",ferguson,"['police', 'told', 'protesters', 'get', 'street', 'instead', 'got', 'knees', 'said', 'hands', 'dont', 'shoot', '#', '&']"
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/A4RJS4unlx,ferguson,"['teenager', '#', 'wont', 'start', 'college', 'monday', 'shot', 'ten', 'times', '#', 'police', 'officer', '&']"
The police* are the occupying army in the black colony. - Huey Newton #Ferguson police #MichaelBrown http://t.co/dWzjeIccxw,ferguson,"['police', 'occupying', 'army', 'black', 'colony', 'huey', 'newton', '#', 'police', '#', '&']"
"This is what they call ""justice"" in #Ferguson http://t.co/mKnPV1LU4J",ferguson,"['call', 'justice', '#', '&']"
"PHOTOS:: #Ferguson, Missouri, looks like a war zone http://t.co/N7lfddXd5d http://t.co/hmPP9z4dGd",ferguson,"['photos', '#', 'missouri', 'looks', 'like', 'war', 'zone', '&', '&']"
"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus
#FergusonShooting",ferguson,"['police', '#', 'missouri', 'shot', 'killed', '17yearold', 'boy', '&', '#']"
"""Is that a tank?!?"" As older black woman asks as cops move in #Ferguson",ferguson,"['tank', 'older', 'black', 'woman', 'asks', 'cops', 'move', '#']"
this is america? what the fuck is wrong with us? #Ferguson http://t.co/Zp4bEbkwiW,ferguson,"['america', 'fuck', 'wrong', 'us', '#', '&']"
"#Ferguson RT @ryanjreilly: ""This is not open for discussion."" -- cop on loudspeaker, telling crowd to leave the area http://t.co/nQeP6mRkYZ",ferguson,"['#', 'rt', '@', 'open', 'discussion', 'cop', 'loudspeaker', 'telling', 'crowd', 'leave', 'area', '&']"
This is what the front line looks and sounds like. #Ferguson http://t.co/oIv0daVU8N,ferguson,"['front', 'line', 'looks', 'sounds', 'like', '#', '&']"
Because the news outlets are blatantly LYING about #MikeBrown murder and ignoring the clear coverup and militarization of #Ferguson,ferguson,"['news', 'outlets', 'blatantly', 'lying', '#', 'murder', 'ignoring', 'clear', 'coverup', 'militarization', '#']"
Homeland Security has given $34 billion to local police to militarize in the name of 'counterterrorism.' http://t.co/2kHhe0O71G #Ferguson,ferguson,"['homeland', 'security', 'given', '34', 'billion', 'local', 'police', 'militarize', 'name', 'counterterrorism', '&', '#']"
Those people in #Ferguson must think they have some kind of constitutional right to protest or something.,ferguson,"['people', '#', 'must', 'think', 'kind', 'constitutional', 'right', 'protest', 'something']"
Vigil for shooting victim Mike Brown will be held at 8pm Sunday at Canfield Green apartment complex in #Ferguson,ferguson,"['vigil', 'shooting', 'victim', 'mike', 'brown', 'held', '8p', 'sunday', 'canfield', 'green', 'apartment', 'complex', '#']"
We got through. That's a sniper on top of a tank pointing guns at us... #ferguson http://t.co/gyTzbXTR2o,ferguson,"['got', 'thats', 'sniper', 'top', 'tank', 'pointing', 'guns', 'us', '#', '&']"
"""keep the faith"" Cpt. Johnson #Ferguson http://t.co/QqgBvfcYWO",ferguson,"['keep', 'faith', 'cpt', 'johnson', '#', '&']"
Protestors at the #Ferguson Police Dept. https://t.co/0gAGopdQ8u,ferguson,"['protestors', '#', 'police', 'dept', '&']"
"Ferguson, Mo., is 67% black, but black citizens account for 86% of police stops, 92% of searches and 93% of arrests #MikeBrown #Ferguson",ferguson,"['ferguson', 'mo', '67', 'black', 'black', 'citizens', 'account', '86', 'police', 'stops', '92', 'searches', '93', 'arrests', '#', '#']"
Exactly how often do police shoot unarmed black men? http://t.co/m5X6ICFtdv #Ferguson http://t.co/elWTCmN3ZN,ferguson,"['exactly', 'often', 'police', 'shoot', 'unarmed', 'black', 'men', '&', '#', '&']"
#Ferguson #MikeBrown protests http://t.co/UubTxFmU7c,ferguson,"['#', '#', 'protests', '&']"
"@eyeFLOODpanties RT @iFalasteen: The oppressed stands with the oppressed.

#Palestine stands with #Ferguson. http://t.co/vzR0xVk60Y",ferguson,"['@', 'rt', '@', 'oppressed', 'stands', 'oppressed', '#', 'stands', '#', '&']"
Everyone was out to support. #MikeBrown #Ferguson #UnionSquare #nyc4stl http://t.co/z3VT5Sf51v,ferguson,"['everyone', 'support', '#', '#', '#', '#', '&']"
#Ferguson fury flows nationwide: Thousands rally in more than 80 US cities http://t.co/kdgsBK4gzg @NastiaChurkina,ferguson,"['#', 'fury', 'flows', 'nationwide', 'thousands', 'rally', '80', 'us', 'cities', '&', '@']"
A man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen http://t.co/qd9LjGNenk #hero,ferguson,"['man', 'picks', 'burning', 'tear', 'gas', 'throws', 'back', 'police', '#', 'pic', '@', '&', '#']"
"Community asks Nixon, ""why was your response delayed to our community?"" #Ferguson",ferguson,"['community', 'asks', 'nixon', 'response', 'delayed', 'community', '#']"
Protest ending for the night. #ferguson https://t.co/wIf4bkrfEc,ferguson,"['protest', 'ending', 'night', '#', '&']"
"#Gazans advise #US protesters on #Twitter http://t.co/bIlucMYbwh

#Ferguson #FreePalestine #presstvgaza http://t.co/7RhD2CQgpa",ferguson,"['#', 'advise', '#', 'protesters', '#', '&', '#', '#', '#', '&']"
"If you ever doubt the power of your voice, just look at what they try to do to silence you. #PoliceState #Ferguson http://t.co/hkH1pc61jG",ferguson,"['ever', 'doubt', 'power', 'voice', 'look', 'try', 'silence', '#', '#', '&']"
You can say what you want about #MikeBrown but that doesn't make him guilty. That police officer though? He killed him. #Ferguson,ferguson,"['say', 'want', '#', 'doesnt', 'make', 'guilty', 'police', 'officer', 'though', 'killed', '#']"
Quiet where I am. Lots of talking. Lots of standing. No smash-smash. #Ferguson http://t.co/dXiIc5EQqq,ferguson,"['quiet', 'lots', 'talking', 'lots', 'standing', 'smashsmash', '#', '&']"
The Constitution of the United States does NOT state that citizens can only peacefully assemble in the daytime. #FirstAmendment #Ferguson,ferguson,"['constitution', 'united', 'states', 'state', 'citizens', 'peacefully', 'assemble', 'daytime', '#', '#']"
The #Ferguson police are STILL on the tv LYING about wanting peace and there's military guns and amour trucks here in broad daylight,ferguson,"['#', 'police', 'still', 'tv', 'lying', 'wanting', 'peace', 'theres', 'military', 'guns', 'amour', 'trucks', 'broad', 'daylight']"
Coming soon to everyone's town. MT @ryanjreilly: Overkill in #Ferguson. Officer won't answer...why this is needed. http://t.co/Uj7olrFBjB,ferguson,"['coming', 'soon', 'everyones', 'town', 'mt', '@', 'overkill', '#', 'officer', 'wont', 'answerwhy', 'needed', '&']"
Anonymous hacking group threatens the #Ferguson police in wake of the murder of Mike Brown --&gt; http://t.co/TqaA59wH9x http://t.co/p8VtikmeyD,ferguson,"['anonymous', 'hacking', 'group', 'threatens', '#', 'police', 'wake', 'murder', 'mike', 'brown', '&', 'gt', '&', '&']"
Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/feWLxdme9R,ferguson,"['peaceful', 'youth', 'demonstration', 'greater', 'st', 'mark', 'church', '#', '&']"
"The #Ferguson police look more militarized now than the actual National Guard, here from the 1967 Newark riots: http://t.co/qk3CKqSp8o",ferguson,"['#', 'police', 'look', 'militarized', 'actual', 'national', 'guard', '1967', 'newark', 'riots', '&']"
#Ferguson PD doesn't have 70+ SWAT officers &amp; 3 APC's. This has to a county wide response. The mayor &amp; the governor are culpable.,ferguson,"['#', 'pd', 'doesnt', '70', 'swat', 'officers', '&', 'amp', '3', 'apcs', 'county', 'wide', 'response', 'mayor', '&', 'amp', 'governor', 'culpable']"
#Ferguson police have brought dogs into neighborhood. Residents protest with hands in the air. Tension is growing... http://t.co/BxYIsHHjnE,ferguson,"['#', 'police', 'brought', 'dogs', 'neighborhood', 'residents', 'protest', 'hands', 'air', 'tension', 'growing', '&']"
State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/as6iQJniPQ,ferguson,"['state', 'senator', 'asks', '#', 'police', 'chief', 'shes', 'going', 'gassed', '&']"
People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/DfxchWSDBM,ferguson,"['people', '#', 'stop', '#', 'brave', '#', '&']"
Serve and protect?... #Ferguson #Justice #UniteBlue http://t.co/XSLJ9hRhs2,ferguson,"['serve', 'protect', '#', '#', '#', '&']"
The #TeaParty was unable to stand up to Goverment tyranny in #Ferguson due to being too busy tweeting about President Obama's golf game.,ferguson,"['#', 'unable', 'stand', 'goverment', 'tyranny', '#', 'due', 'busy', 'tweeting', 'president', 'obamas', 'golf', 'game']"
Captain America is Black: Man throwing a tear gas canister back at police in #Ferguson. (Photo by @kodacohen.) http://t.co/diHnTVojtu,ferguson,"['captain', 'america', 'black', 'man', 'throwing', 'tear', 'gas', 'canister', 'back', 'police', '#', 'photo', '@', '&']"
This is the sassiest protest sign I have ever seen. I love our black queens! 😭 #Ferguson #MikeBrown http://t.co/C6zk8Fwb0Y,ferguson,"['sassiest', 'protest', 'sign', 'ever', 'seen', 'love', 'black', 'queens', '#', '#', '&']"
This is incredible. A witness to the Michael Brown shooting live tweeted the entire event. #Ferguson https://t.co/ERK7dqguVI,ferguson,"['incredible', 'witness', 'michael', 'brown', 'shooting', 'live', 'tweeted', 'entire', 'event', '#', '&']"
The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending http://t.co/z6zIVuCM6D,ferguson,"['#', 'swat', 'team', 'weapons', 'drawn', '#', 'protest', 'broad', 'daylight', 'media', 'attending', '&']"
"Police move in, telling people move or be arrested.  People asking ""What for?"" ""Just move"" #Ferguson @vicenews http://t.co/p5tCD5HDSu",ferguson,"['police', 'move', 'telling', 'people', 'move', 'arrested', 'people', 'asking', 'move', '#', '@', '&']"
Welcome to the United Police States of America. #Ferguson http://t.co/Wau7wEohv1,ferguson,"['welcome', 'united', 'police', 'states', 'america', '#', '&']"
A line of tanks and military cops facing #Ferguson protesters after an extrajudicial execution. Not a lot of moral high ground for America.,ferguson,"['line', 'tanks', 'military', 'cops', 'facing', '#', 'protesters', 'extrajudicial', 'execution', 'lot', 'moral', 'high', 'ground', 'america']"
"VIDEO: NY's Times Square shut down as 1,000 #Ferguson protestors chant ""Hands up, don't shoot"" http://t.co/ou1TGSOQAd http://t.co/A8x9AfGFwQ",ferguson,"['video', 'nys', 'times', 'square', 'shut', '1000', '#', 'protestors', 'chant', 'hands', 'dont', 'shoot', '&', '&']"
"Saw #Ferguson for myself. #justiceformichaelbrown Photos from me &amp; the people here:
http://t.co/LWqwJzm06F",ferguson,"['saw', '#', '#', 'photos', '&', 'amp', 'people', '&']"
Police murder another unarmed 17 yr old blk kid &amp; police show up like this. I can't take it! #Ferguson #WeAreTargets http://t.co/RuZ8YAgGPr,ferguson,"['police', 'murder', 'another', 'unarmed', '17', 'yr', 'old', 'blk', 'kid', '&', 'amp', 'police', 'show', 'like', 'cant', 'take', '#', '#', '&']"
"The killing, the militarized police response, the coverage. How many more ways can you say ""Your lives hold no value""? #MikeBrown #Ferguson",ferguson,"['killing', 'militarized', 'police', 'response', 'coverage', 'many', 'ways', 'say', 'lives', 'hold', 'value', '#', '#']"
"To all white ppl horrified by #Ferguson: go to police, school board, &amp; mayor and teach how anti-blackness kills. They don't listen to us.",ferguson,"['white', 'ppl', 'horrified', '#', 'go', 'police', 'school', 'board', '&', 'amp', 'mayor', 'teach', 'antiblackness', 'kills', 'dont', 'listen', 'us']"
Here is a collection of debris I found in #Ferguson yesterday there were tons more rubber bullets @mattdpearce http://t.co/aE3y1Z14BW,ferguson,"['collection', 'debris', 'found', '#', 'yesterday', 'tons', 'rubber', 'bullets', '@', '&']"
"Thanks to centuries of Western colonization of free nations, the term ""White"" now refers to virtually all oppressors, even Obama. #Ferguson",ferguson,"['thanks', 'centuries', 'western', 'colonization', 'free', 'nations', 'term', 'white', 'refers', 'virtually', 'oppressors', 'even', 'obama', '#']"
"Notice it's ""involved in the shooting"" not ""killed a child."" 
Notice it's ""paid administrative leave"" not ""has been arrested""
#Ferguson",ferguson,"['notice', 'involved', 'shooting', 'killed', 'child', 'notice', 'paid', 'administrative', 'leave', 'arrested', '#']"
Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown http://t.co/faix6g9Omt,ferguson,"['something', 'talked', 'tonight', 'makeup', '#', 'police', 'dept', 'heres', 'breakdown', '#', '&']"
"Murder math, #Ferguson edition.

Via @KattPackAllDay... I think. http://t.co/XrF2Vm8GRV",ferguson,"['murder', 'math', '#', 'edition', 'via', '@', 'think', '&']"
Free Coffee to all journalists spreading awareness on #MikeBrown #Ferguson movement @stlpublicradio #DONTSHOOT http://t.co/67wkah3OVS,ferguson,"['free', 'coffee', 'journalists', 'spreading', 'awareness', '#', '#', 'movement', '@', '#', '&']"
"im so, so glad there's such extensive social media coverage of what's going on in #ferguson. i fear we'd know nothing otherwise.",ferguson,"['im', 'glad', 'theres', 'extensive', 'social', 'media', 'coverage', 'whats', 'going', '#', 'fear', 'wed', 'know', 'nothing', 'otherwise']"
"A message for #Ferguson, from #Palestine #Gaza http://t.co/YAP5ecERTz",ferguson,"['message', '#', '#', '#', '&']"
"America doesn't think we're human, the world doesn't think we're human, and cops don't get punished for killing us for no reason. #ferguson",ferguson,"['america', 'doesnt', 'think', 'human', 'world', 'doesnt', 'think', 'human', 'cops', 'dont', 'get', 'punished', 'killing', 'us', 'reason', '#']"
I look at this and I'm proud. The protesters tonight in #Ferguson were NONVIOLENT. #MikeBrown http://t.co/4CNAP6j31U,ferguson,"['look', 'im', 'proud', 'protesters', 'tonight', '#', 'nonviolent', '#', '&']"
"If Michael Brown had been white, @stltoday would have described crowd not as a ""mob"", but as a 'heartbroken community'. #Ferguson",ferguson,"['michael', 'brown', 'white', '@', 'would', 'described', 'crowd', 'mob', 'heartbroken', 'community', '#']"
Beautiful statement from Palestinians expressing support &amp; solidarity w/ #MikeBrown &amp; ppl of #Ferguson http://t.co/cnL7n2tc28 via @RanaGaza,ferguson,"['beautiful', 'statement', 'palestinians', 'expressing', 'support', '&', 'amp', 'solidarity', 'w', '#', '&', 'amp', 'ppl', '#', '&', 'via', '@']"
Family of #MichaelBrown talks about his life: http://t.co/kIye34DLiU. #STL #Ferguson #MikeBrown http://t.co/GJgipAsWGV,ferguson,"['family', '#', 'talks', 'life', '&', '#', '#', '#', '&']"
Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/TEEq3mhoxu,ferguson,"['peaceful', 'youth', 'demonstration', 'greater', 'st', 'mark', 'church', '#', '&']"
"Whether it's a woman who has been raped or a black man gunned down, we live in a culture that blames non-white, non-male victims. #Ferguson",ferguson,"['whether', 'woman', 'raped', 'black', 'man', 'gunned', 'live', 'culture', 'blames', 'nonwhite', 'nonmale', 'victims', '#']"
"Neutrality is not an option...

#Ferguson #mediablackout http://t.co/tDzEczN7et",ferguson,"['neutrality', 'option', '#', '#', '&']"
More police cars heading into #Ferguson https://t.co/cguoQrqjCn,ferguson,"['police', 'cars', 'heading', '#', '&']"
"Well, OF COURSE the #Ferguson police need to wear camouflage instead of uniforms. They might need to hide in all those urban forests.",ferguson,"['well', 'course', '#', 'police', 'need', 'wear', 'camouflage', 'instead', 'uniforms', 'might', 'need', 'hide', 'urban', 'forests']"
Outside #Ferguson Police Headquarters right now http://t.co/ZqOQuisJgh,ferguson,"['outside', '#', 'police', 'headquarters', 'right', '&']"
Some signs from the earlier shutdown of West Florissant in #Ferguson http://t.co/ATqNIOoQNS,ferguson,"['signs', 'earlier', 'shutdown', 'west', 'florissant', '#', '&']"
LAPD kills young black man days after #Ferguson shooting http://t.co/3uEQTOPBWo http://t.co/gfJixdRY8t,ferguson,"['lapd', 'kills', 'young', 'black', 'man', 'days', '#', 'shooting', '&', '&']"
The police presence in #Ferguson following the shooting of Michael Brown was mind blowing. http://t.co/UGdNcWtpbH,ferguson,"['police', 'presence', '#', 'following', 'shooting', 'michael', 'brown', 'mind', 'blowing', '&']"
They wouldn't DARE SHOOT HER. #Ferguson #MikeBrown #stl RT @Vandalyzm: Just posted a photo http://t.co/BoEFiSqp5J,ferguson,"['wouldnt', 'dare', 'shoot', '#', '#', '#', 'rt', '@', 'posted', 'photo', '&']"
New Video of SWAT Team Attack on Al-Jazeera in #Ferguson You Haven't Seen - Please RT to expose lying cops http://t.co/aM1ipHTMO7,ferguson,"['new', 'video', 'swat', 'team', 'attack', 'aljazeera', '#', 'havent', 'seen', 'please', 'rt', 'expose', 'lying', 'cops', '&']"
That's horrible! RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/kDe3iVM2Sm,ferguson,"['thats', 'horrible', 'rt', '@', 'state', 'senator', 'asks', '#', 'police', 'chief', 'shes', 'going', 'gassed', '&']"
"Stay safe, #Ferguson. RT @ryanjreilly: I counted 70+ SWAT officers. Guns trained on crowds. Insanity. http://t.co/5kkGZfX6K7",ferguson,"['stay', 'safe', '#', 'rt', '@', 'counted', '70', 'swat', 'officers', 'guns', 'trained', 'crowds', 'insanity', '&']"
Better Family life out here in the #FERGUSON community offering therapy for the residents of Canfield #MikeBrown http://t.co/SIiRImomBP,ferguson,"['better', 'family', 'life', '#', 'community', 'offering', 'therapy', 'residents', 'canfield', '#', '&']"
"#Ferguson police chief has ""no doubt that the investigation will be conducted impartially."" Well WE ALL HAVE SERIOUS DOUBTS. #MikeBrown",ferguson,"['#', 'police', 'chief', 'doubt', 'investigation', 'conducted', 'impartially', 'well', 'serious', 'doubts', '#']"
Things getting tense at protest in #Ferguson right now: http://t.co/rX3aWhcJke,ferguson,"['things', 'getting', 'tense', 'protest', '#', 'right', '&']"
"#Ferguson police chief ""we want the truth like everybody else does."" OK, then start with full transparency. Who shot #MikeBrown?",ferguson,"['#', 'police', 'chief', 'want', 'truth', 'like', 'everybody', 'else', 'ok', 'start', 'full', 'transparency', 'shot', '#']"
Wonder how many breaking news reports there would be on national networks if a white unarmed teenager was shot + killed by police? #Ferguson,ferguson,"['wonder', 'many', 'breaking', 'news', 'reports', 'would', 'national', 'networks', 'white', 'unarmed', 'teenager', 'shot', 'killed', 'police', '#']"
"""Activists"" call #Ferguson PD ""pigs,"" ""racist,"" ""apartheid,"" and ""occupiers'--then ask why so few young blacks apply to become cops.
#tcot",ferguson,"['activists', 'call', '#', 'pd', 'pigs', 'racist', 'apartheid', 'occupiersthen', 'ask', 'young', 'blacks', 'apply', 'become', 'cops', '#']"
"Wow. From responses, it seems people only know about what's happening in #Ferguson from web. What happens when gov ends net neutrality?",ferguson,"['wow', 'responses', 'seems', 'people', 'know', 'whats', 'happening', '#', 'web', 'happens', 'gov', 'ends', 'net', 'neutrality']"
Tell @TheJusticeDept to rigorously investigate &amp; prosecute all #Ferguson police involved in execution of #MikeBrown http://t.co/Z6PmH1EBdX,ferguson,"['tell', '@', 'rigorously', 'investigate', '&', 'amp', 'prosecute', '#', 'police', 'involved', 'execution', '#', '&']"
Hello fellow white people. Lets try to show as much outrage for #Ferguson as we did for Facebook messenger.,ferguson,"['hello', 'fellow', 'white', 'people', 'lets', 'try', 'show', 'much', 'outrage', '#', 'facebook', 'messenger']"
"I'm so very proud of you America. Every young, senior, veteran, sane non-violent person for justice #NMOS14 #Ferguson http://t.co/oVgY9x5Nzn",ferguson,"['im', 'proud', 'america', 'every', 'young', 'senior', 'veteran', 'sane', 'nonviolent', 'person', 'justice', '#', '#', '&']"
"The law enforcement show of force in #Ferguson is more heavily-armed than some of my patrols were in active war zones. 

Think about that.",ferguson,"['law', 'enforcement', 'show', 'force', '#', 'heavilyarmed', 'patrols', 'active', 'war', 'zones', 'think']"
"Michael Jackson: ""It doesn't matter if you're black or white.""
Reality: #Ferguson #MikeBrown 
The War isn't on whites http://t.co/0rW38CxQjn",ferguson,"['michael', 'jackson', 'doesnt', 'matter', 'youre', 'black', 'white', 'reality', '#', '#', 'war', 'isnt', 'whites', '&']"
"#Ferguson right now: Those who want a riot, come prepared for a riot. Heavily-armed officers are moving in. http://t.co/35em8bo5Xh",ferguson,"['#', 'right', 'want', 'riot', 'come', 'prepared', 'riot', 'heavilyarmed', 'officers', 'moving', '&']"
Police in #Ferguson haven't been wearing identification: http://t.co/rT1D3OczHL http://t.co/btya7YAXkA,ferguson,"['police', '#', 'havent', 'wearing', 'identification', '&', '&']"
If you have to announce that you're not taking away the right to assemble- you're probably taking away the right to assemble #Ferguson,ferguson,"['announce', 'youre', 'taking', 'away', 'right', 'assemble', 'youre', 'probably', 'taking', 'away', 'right', 'assemble', '#']"
The only reason those cops haven't gone all Selma on the people in #Ferguson is because the cameras are rolling. That's it.,ferguson,"['reason', 'cops', 'havent', 'gone', 'selma', 'people', '#', 'cameras', 'rolling', 'thats']"
"""Your right to demonstrate is not being denied."" Says dude in a Tank with snipers. #Ferguson",ferguson,"['right', 'demonstrate', 'denied', 'says', 'dude', 'tank', 'snipers', '#']"
"17-yr-old unarmed black kid #MikeBrown was murdered by a cop in #Ferguson, Missouri yesterday. This is his stepdad: http://t.co/p8mqVvh9GY",ferguson,"['17yrold', 'unarmed', 'black', 'kid', '#', 'murdered', 'cop', '#', 'missouri', 'yesterday', 'stepdad', '&']"
#Ferguson #stl #MikeBrown RT @prairielaura: pls spread around StL:  https://t.co/rPVAdMQfDa,ferguson,"['#', '#', '#', 'rt', '@', 'pls', 'spread', 'around', 'stl', '&']"
"Police aren't being taught to protect and serve anymore. They are being taught to shoot first, explain later. #ferguson",ferguson,"['police', 'arent', 'taught', 'protect', 'serve', 'anymore', 'taught', 'shoot', 'first', 'explain', 'later', '#']"
"Wow. #Ferguson Police Chief struggles to remember #MikeBrown's name but laments the murdering cop's ""injuries."" Pretty telling.",ferguson,"['wow', '#', 'police', 'chief', 'struggles', 'remember', '#', 'name', 'laments', 'murdering', 'cops', 'injuries', 'pretty', 'telling']"
"#STL A cleanup for #Ferguson has been organized. TOMORROW. Meet at 10 am Wednesday August 13, 333 N Florissant Rd, Ferguson, MO 63135",ferguson,"['#', 'cleanup', '#', 'organized', 'tomorrow', 'meet', '10', 'wednesday', 'august', '13', '333', 'n', 'florissant', 'rd', 'ferguson', 'mo', '63135']"
