text,text_token
#Ferguson police chief just confirmed that officer's interaction with Michael Brown NOT related to the robbery.,"['ferguson', 'police', 'chief', 'just', 'confirmed', 'that', 'officers', 'interaction', 'with', 'michael', 'brown', 'not', 'related', 'to', 'the', 'robbery']"
Police in #Ferguson once charged a man w/ destruction of property for bleeding on their uniforms after they beat him http://t.co/MRVP76sdUP,"['police', 'in', 'ferguson', 'once', 'charged', 'a', 'man', 'w', 'destruction', 'of', 'property', 'for', 'bleeding', 'on', 'their', 'uniforms', 'after', 'they', 'beat', 'him']"
It's not #MikeBrown in those #Ferguson police video stills. Not unless he changed his shoes after the robbery but before he met the officer.,"['its', 'not', 'mikebrown', 'in', 'those', 'ferguson', 'police', 'video', 'stills', 'not', 'unless', 'he', 'changed', 'his', 'shoes', 'after', 'the', 'robbery', 'but', 'before', 'he', 'met', 'the', 'officer']"
Police in St. Louis County say an officer shot and critically wounded a suspect early this morning near #Ferguson http://t.co/htLmEiuCS5,"['police', 'in', 'st', 'louis', 'county', 'say', 'an', 'officer', 'shot', 'and', 'critically', 'wounded', 'a', 'suspect', 'early', 'this', 'morning', 'near', 'ferguson']"
#ferguson has had ZERO homicides in the last year. 'Black on black crime is our real problem' folks where y'all at?,"['ferguson', 'has', 'had', 'zero', 'homicides', 'in', 'the', 'last', 'year', 'black', 'on', 'black', 'crime', 'is', 'our', 'real', 'problem', 'folks', 'where', 'yall', 'at']"
#Ferguson police say shooting death of Michael Brown came after teen was suspect in robbery: http://t.co/KSXV15Y5yw http://t.co/qi7Z5SUWtS,"['ferguson', 'police', 'say', 'shooting', 'death', 'of', 'michael', 'brown', 'came', 'after', 'teen', 'was', 'suspect', 'in', 'robbery']"
Bottom line: cops are supposed to use deadly force only when lives are at risk. You don't shoot robbery suspects. #Ferguson,"['bottom', 'line', 'cops', 'are', 'supposed', 'to', 'use', 'deadly', 'force', 'only', 'when', 'lives', 'are', 'at', 'risk', 'you', 'dont', 'shoot', 'robbery', 'suspects', 'ferguson']"
"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK","['in', '2009', 'ferguson', 'police', 'beat', 'a', 'man', 'and', 'charged', 'him', 'for', 'bleeding', 'on', 'them']"
Another account of what happened to #MikeBrown #JusticeForMikeBrown http://t.co/sOD2olFYwp #STL #FERGUSON,"['another', 'account', 'of', 'what', 'happened', 'to', 'mikebrown', 'justiceformikebrown', 'stl', 'ferguson']"
If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,"['if', 'there', 'is', 'surveillance', 'of', 'a', 'robbery', 'why', 'release', 'stills', 'and', 'not', 'the', 'video', 'itself', 'ferguson']"
#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a,"['ferguson', 'police', 'officer', 'involved', 'in', 'fatal', 'shooting', 'of', 'michael', 'brown', 'didnt', 'know', 'he', 'was', 'suspect', 'in', 'alleged', 'robbery']"
The surveillance tape the police have on TV DOESNT even look like anything near Canfield Green apts. #MIKEBROWN #Ferguson,"['the', 'surveillance', 'tape', 'the', 'police', 'have', 'on', 'tv', 'doesnt', 'even', 'look', 'like', 'anything', 'near', 'canfield', 'green', 'apts', 'mikebrown', 'ferguson']"
#Ferguson chief said the officer was unaware of any robbery &amp; stopped #MikeBrown for jay walking. #TheJig http://t.co/uLWzIJH5WJ,"['ferguson', 'chief', 'said', 'the', 'officer', 'was', 'unaware', 'of', 'any', 'robbery', 'amp', 'stopped', 'mikebrown', 'for', 'jay', 'walking', 'thejig']"
Chief seems to make it very clear that shooter did NOT write an incident report. 5th Amendment. #Ferguson,"['chief', 'seems', 'to', 'make', 'it', 'very', 'clear', 'that', 'shooter', 'did', 'not', 'write', 'an', 'incident', 'report', '5th', 'amendment', 'ferguson']"
"#Ferguson police once charged a man with property damage because his blood got on their uniforms when they beat him.
http://t.co/vceyBKQgwv","['ferguson', 'police', 'once', 'charged', 'a', 'man', 'with', 'property', 'damage', 'because', 'his', 'blood', 'got', 'on', 'their', 'uniforms', 'when', 'they', 'beat', 'him']"
This isn't the first time #Ferguson PD lied. Read this article. http://t.co/3miqibGdzQ,"['this', 'isnt', 'the', 'first', 'time', 'ferguson', 'pd', 'lied', 'read', 'this', 'article']"
Why was #Ferguson PD still looking for the suspect 7 hours after Michael Brown had been killed? http://t.co/xmMMBBN5nT,"['why', 'was', 'ferguson', 'pd', 'still', 'looking', 'for', 'the', 'suspect', '7', 'hours', 'after', 'michael', 'brown', 'had', 'been', 'killed']"
JUST IN: #Ferguson police identify officer who shot Michael Brown http://t.co/ynEjjl1uD1,"['just', 'in', 'ferguson', 'police', 'identify', 'officer', 'who', 'shot', 'michael', 'brown']"
"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE","['question', 'for', 'ferguson', 'police', 'chief', 'if', 'officer', 'darren', 'wilson', 'was', 'in', 'pursuit', 'of', 'a', 'robbery', 'suspect', 'why', 'tell', 'kids', 'to', 'get', 'out', 'of', 'the', 'road', 'lie']"
Being shot 10 times in the street for stealing cigars is due process? No arrest. No trial. No conviction―just immediate execution. #Ferguson,"['being', 'shot', '10', 'times', 'in', 'the', 'street', 'for', 'stealing', 'cigars', 'is', 'due', 'process', 'no', 'arrest', 'no', 'trial', 'no', 'convictionjust', 'immediate', 'execution', 'ferguson']"
"Call out to STL Co police: only can confirm a person shot on Chambers, and is down. No word on alive or dead, or why. #Ferguson","['call', 'out', 'to', 'stl', 'co', 'police', 'only', 'can', 'confirm', 'a', 'person', 'shot', 'on', 'chambers', 'and', 'is', 'down', 'no', 'word', 'on', 'alive', 'or', 'dead', 'or', 'why', 'ferguson']"
"#Ferguson police say Michael Brown was robbery suspect, which totally explains why he got the death penalty without a trial.","['ferguson', 'police', 'say', 'michael', 'brown', 'was', 'robbery', 'suspect', 'which', 'totally', 'explains', 'why', 'he', 'got', 'the', 'death', 'penalty', 'without', 'a', 'trial']"
#ferguson police engaged in character assassination to cover up actual assassination. you. simply. don't. shoot. unarmed. teenagers. EVER.,"['ferguson', 'police', 'engaged', 'in', 'character', 'assassination', 'to', 'cover', 'up', 'actual', 'assassination', 'you', 'simply', 'dont', 'shoot', 'unarmed', 'teenagers', 'ever']"
It took the police 5 days to concoct this tale and this is what they came up with? #ninjaplease #ferguson,"['it', 'took', 'the', 'police', '5', 'days', 'to', 'concoct', 'this', 'tale', 'and', 'this', 'is', 'what', 'they', 'came', 'up', 'with', 'ninjaplease', 'ferguson']"
"From jaywalking to strong-arm robbery. 

Mhm... #Ferguson","['from', 'jaywalking', 'to', 'strongarm', 'robbery', 'mhm', 'ferguson']"
"Assuming #MichaelBrown and #DorianJohnson were involved in robbery, when can we expect President Obama's apology to the #Ferguson PD?
#tcot","['assuming', 'michaelbrown', 'and', 'dorianjohnson', 'were', 'involved', 'in', 'robbery', 'when', 'can', 'we', 'expect', 'president', 'obamas', 'apology', 'to', 'the', 'ferguson', 'pd', 'tcot']"
#Ferguson police chief says officer Darren Wilson didn't know #MikeBrown was a robbery suspect http://t.co/SbpxzwwZWs,"['ferguson', 'police', 'chief', 'says', 'officer', 'darren', 'wilson', 'didnt', 'know', 'mikebrown', 'was', 'a', 'robbery', 'suspect']"
I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.,"['im', 'so', 'disgusted', 'ferguson', 'rt', 'zandarvts', 'this', 'has', 'now', 'devolved', 'into', 'the', 'worst', 'police', 'shooting', 'coverup', 'attempt', 'in', 'us', 'history']"
so if he was with #DorianJohnson at the robbery why wasn't he in custody? All media outlets interviewed him before the police #Ferguson,"['so', 'if', 'he', 'was', 'with', 'dorianjohnson', 'at', 'the', 'robbery', 'why', 'wasnt', 'he', 'in', 'custody', 'all', 'media', 'outlets', 'interviewed', 'him', 'before', 'the', 'police', 'ferguson']"
"#Ferguson PD made #MikeBrown the suspect in that ""robbery"" police report. ON WHAT BASIS DID THEY NAME HIM? Unless it was written after....","['ferguson', 'pd', 'made', 'mikebrown', 'the', 'suspect', 'in', 'that', 'robbery', 'police', 'report', 'on', 'what', 'basis', 'did', 'they', 'name', 'him', 'unless', 'it', 'was', 'written', 'after']"
42) Is the #Ferguson investigation trying to get all of the facts to find the truth or trying to cover their behinds?,"['42', 'is', 'the', 'ferguson', 'investigation', 'trying', 'to', 'get', 'all', 'of', 'the', 'facts', 'to', 'find', 'the', 'truth', 'or', 'trying', 'to', 'cover', 'their', 'behinds']"
Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs,"['disgusting', 'mo', 'chapter', 'of', 'klan', 'raising', 'money', 'as', 'reward', 'for', 'the', 'officer', 'killing', 'mikebrown', 'ferguson', 'uniteblue']"
Arrived in Crestwood where officer Darren Wilson lives. When I knocked police officer rolled up and told me Wilson left days ago #Ferguson,"['arrived', 'in', 'crestwood', 'where', 'officer', 'darren', 'wilson', 'lives', 'when', 'i', 'knocked', 'police', 'officer', 'rolled', 'up', 'and', 'told', 'me', 'wilson', 'left', 'days', 'ago', 'ferguson']"
"#Ferguson police hand out info to make Michael Brown seem like a thug. But nothing on how he was actually killed, interaction with officer.","['ferguson', 'police', 'hand', 'out', 'info', 'to', 'make', 'michael', 'brown', 'seem', 'like', 'a', 'thug', 'but', 'nothing', 'on', 'how', 'he', 'was', 'actually', 'killed', 'interaction', 'with', 'officer']"
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,"['a', 'woman', 'in', 'ferguson', 'was', 'shot', 'in', 'head', 'last', 'night', 'and', 'released', 'this', 'selfie', 'conflicting', 'reports', 'of', 'how', 'it', 'happened']"
Chief Jackson: officer was not aware that #MikeBrown was a robbery suspect. #Ferguson,"['chief', 'jackson', 'officer', 'was', 'not', 'aware', 'that', 'mikebrown', 'was', 'a', 'robbery', 'suspect', 'ferguson']"
Why would the officer tell #MikeBrown to get out of the street if he was a suspect? #Ferguson,"['why', 'would', 'the', 'officer', 'tell', 'mikebrown', 'to', 'get', 'out', 'of', 'the', 'street', 'if', 'he', 'was', 'a', 'suspect', 'ferguson']"
Ferguson PD now admits that Darren Wilson didn't know anything about the store robbery when he stopped Mike Brown! This is bad! #Ferguson,"['ferguson', 'pd', 'now', 'admits', 'that', 'darren', 'wilson', 'didnt', 'know', 'anything', 'about', 'the', 'store', 'robbery', 'when', 'he', 'stopped', 'mike', 'brown', 'this', 'is', 'bad', 'ferguson']"
Wow! What was the point of bring out the robbery footage today if it had nothing to do with Michael Brown being stopped? #Ferguson,"['wow', 'what', 'was', 'the', 'point', 'of', 'bring', 'out', 'the', 'robbery', 'footage', 'today', 'if', 'it', 'had', 'nothing', 'to', 'do', 'with', 'michael', 'brown', 'being', 'stopped', 'ferguson']"
"The police chief is a 5 star general in projection, imagination and deflection...took a week to hatch this theory #Ferguson","['the', 'police', 'chief', 'is', 'a', '5', 'star', 'general', 'in', 'projection', 'imagination', 'and', 'deflectiontook', 'a', 'week', 'to', 'hatch', 'this', 'theory', 'ferguson']"
Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B,"['someone', 'with', 'better', 'eyes', 'than', 'me', 'please', 'checkthedatestamp', 'on', 'the', 'bottom', 'left', 'photo', 'isnt', 'that', 'june', 'ferguson']"
"*IF* the report was written same day as the shooting, as bungling as #Ferguson cops have been, we're to believe they had #MikeBrown's name?","['if', 'the', 'report', 'was', 'written', 'same', 'day', 'as', 'the', 'shooting', 'as', 'bungling', 'as', 'ferguson', 'cops', 'have', 'been', 'were', 'to', 'believe', 'they', 'had', 'mikebrowns', 'name']"
"In case YouTube vid disappears, here's childhood friend on tonight's #Ferguson ""drive by"" #Bullshit #OpFerguson http://t.co/tkc6oIniUY","['in', 'case', 'youtube', 'vid', 'disappears', 'heres', 'childhood', 'friend', 'on', 'tonights', 'ferguson', 'drive', 'by', 'bullshit', 'opferguson']"
so ... they clearly released that video  only to shame &amp; blame the victim. #Ferguson #MikeBrown,"['so', 'they', 'clearly', 'released', 'that', 'video', 'only', 'to', 'shame', 'amp', 'blame', 'the', 'victim', 'ferguson', 'mikebrown']"
"#ThatAwkwardMoment when the #Ferguson police chief admits that #MikeBrown was stopped for walking in the road.

#p2 http://t.co/6giGtKQgaB","['thatawkwardmoment', 'when', 'the', 'ferguson', 'police', 'chief', 'admits', 'that', 'mikebrown', 'was', 'stopped', 'for', 'walking', 'in', 'the', 'road', 'p2']"
"They desecrated #mikebrown's body then they desecrated his memory and plight for justice. 

EXPLAIN THIS. 

#Ferguson #DONTSHOOT","['they', 'desecrated', 'mikebrowns', 'body', 'then', 'they', 'desecrated', 'his', 'memory', 'and', 'plight', 'for', 'justice', 'explain', 'this', 'ferguson', 'dontshoot']"
"Q: ""why did he stop Michael Brown?"" 

#Ferguson Police Chief: ""because they were walking down the middle of the street blocking traffic""","['q', 'why', 'did', 'he', 'stop', 'michael', 'brown', 'ferguson', 'police', 'chief', 'because', 'they', 'were', 'walking', 'down', 'the', 'middle', 'of', 'the', 'street', 'blocking', 'traffic']"
"Witness to #Ferguson shooting atty confirms Brown took cigars from store.  Client told FBI he ""did take cigarillos"" http://t.co/j9BARBU0c7","['witness', 'to', 'ferguson', 'shooting', 'atty', 'confirms', 'brown', 'took', 'cigars', 'from', 'store', 'client', 'told', 'fbi', 'he', 'did', 'take', 'cigarillos']"
"Police have thrown something at the crowd. Not sure what tho. Protester says ""they have enough bullets for everybody down here #Ferguson","['police', 'have', 'thrown', 'something', 'at', 'the', 'crowd', 'not', 'sure', 'what', 'tho', 'protester', 'says', 'they', 'have', 'enough', 'bullets', 'for', 'everybody', 'down', 'here', 'ferguson']"
"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)","['17', 'year', 'old', 'unarmed', 'kid', 'shot', 'ten', 'times', 'by', 'police', 'for', 'stealing', 'candy', 'i', 'didnt', 'know', 'that', 'was', 'punishable', 'by', 'death', 'read', 'the', 'ferguson', 'tag']"
"This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait six days?","['this', 'is', 'simple', 'if', 'mikebrown', 'was', 'a', 'robbery', 'suspect', 'why', 'didnt', 'ferguson', 'police', 'say', 'that', 'on', 'day', 'one', 'why', 'wait', 'six', 'days']"
VIDEO Police release surveillance tape from #Ferguson store related to #MichaelBrown: http://t.co/hEIdfPTX60 http://t.co/CIM7L6TJND,"['video', 'police', 'release', 'surveillance', 'tape', 'from', 'ferguson', 'store', 'related', 'to', 'michaelbrown']"
".@AP I demand you retract the lie that people in #Ferguson were shouting ""kill the police"", local reporting has refuted your ugly racism","['ap', 'i', 'demand', 'you', 'retract', 'the', 'lie', 'that', 'people', 'in', 'ferguson', 'were', 'shouting', 'kill', 'the', 'police', 'local', 'reporting', 'has', 'refuted', 'your', 'ugly', 'racism']"
Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson,"['did', 'anyone', 'think', 'of', 'comparing', 'the', 'clothes', 'that', 'mikebrown', 'was', 'wearing', 'when', 'he', 'was', 'laying', 'on', 'the', 'street', 'to', 'the', 'security', 'footage', 'ferguson']"
#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT. Cannot confirm if the victim survived. #ferguson #mikebrown,"['breaking', 'one', 'woman', 'shot', 'in', 'driveby', 'shooting', 'on', '1300', 'highmont', 'near', 'the', 'qt', 'can', 'not', 'confirm', 'if', 'the', 'victim', 'survived', 'ferguson', 'mikebrown']"
Police in #Ferguson once charged a man for bleeding on their uniforms after 4 of them beat him http://t.co/op11jbVEUq http://t.co/crECAGF4t0,"['police', 'in', 'ferguson', 'once', 'charged', 'a', 'man', 'for', 'bleeding', 'on', 'their', 'uniforms', 'after', '4', 'of', 'them', 'beat', 'him']"
"Since FBI is investigating the shooting, isn't Darren Wilson a fugitive &amp; the cops who let him leave accessories after the fact? #Ferguson","['since', 'fbi', 'is', 'investigating', 'the', 'shooting', 'isnt', 'darren', 'wilson', 'a', 'fugitive', 'amp', 'the', 'cops', 'who', 'let', 'him', 'leave', 'accessories', 'after', 'the', 'fact', 'ferguson']"
Is the Police Chief in #Ferguson changing the story?  https://t.co/8ujqp0lpb5,"['is', 'the', 'police', 'chief', 'in', 'ferguson', 'changing', 'the', 'story']"
Americans are 8 times more likely to be killed by a police officer than by a terrorist. #Ferguson,"['americans', 'are', '8', 'times', 'more', 'likely', 'to', 'be', 'killed', 'by', 'a', 'police', 'officer', 'than', 'by', 'a', 'terrorist', 'ferguson']"
Exactly. Why release the video if stopping Mike Brown was not related to the robbery? JESUS CHRIST THIS IS BAD. #Ferguson,"['exactly', 'why', 'release', 'the', 'video', 'if', 'stopping', 'mike', 'brown', 'was', 'not', 'related', 'to', 'the', 'robbery', 'jesus', 'christ', 'this', 'is', 'bad', 'ferguson']"
"Violence, brutality, suppression of free speech. Attacks on journalists. 

Yeah. Let's believe everything the Police say. #Ferguson","['violence', 'brutality', 'suppression', 'of', 'free', 'speech', 'attacks', 'on', 'journalists', 'yeah', 'lets', 'believe', 'everything', 'the', 'police', 'say', 'ferguson']"
Anybody else thinks the #Ferguson police chief is just making this up as he goes along? This is beyond embarrassing. It's shameful!,"['anybody', 'else', 'thinks', 'the', 'ferguson', 'police', 'chief', 'is', 'just', 'making', 'this', 'up', 'as', 'he', 'goes', 'along', 'this', 'is', 'beyond', 'embarrassing', 'its', 'shameful']"
URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,"['urgent', 'darren', 'wilson', 'is', 'the', 'police', 'officer', 'who', 'shot', 'mike', 'brown', 'ferguson']"
#Ferguson Chief confirmed name of officer who shot #MichaelBrown is Darren Wilson. @ksdknews,"['ferguson', 'chief', 'confirmed', 'name', 'of', 'officer', 'who', 'shot', 'michaelbrown', 'is', 'darren', 'wilson', 'ksdknews']"
2nd Video footage proving #Ferguson PD Chief lied on @Fox2Now RT @TheAnonMessage2: After moments of #MikeBrown death. http://t.co/5V8mTws9Ep,"['2nd', 'video', 'footage', 'proving', 'ferguson', 'pd', 'chief', 'lied', 'on', 'fox2now', 'rt', 'theanonmessage2', 'after', 'moments', 'of', 'mikebrown', 'death']"
UPDATE - Shooter #DarrenWilson didn't know #MikeBrown was a robbery suspect: #Ferguson http://t.co/p05krSfaXL http://t.co/R8CJVoTvex,"['update', 'shooter', 'darrenwilson', 'didnt', 'know', 'mikebrown', 'was', 'a', 'robbery', 'suspect', 'ferguson']"
"""The officers were literally putting hands on media personnel, throwing people..."" http://t.co/7QTY8soT46 #Ferguson","['the', 'officers', 'were', 'literally', 'putting', 'hands', 'on', 'media', 'personnel', 'throwing', 'people', 'ferguson']"
"shorter #ferguson pd: ""damn, we thought we could dirty up this guys name, we didn't think you guys would CHECK""","['shorter', 'ferguson', 'pd', 'damn', 'we', 'thought', 'we', 'could', 'dirty', 'up', 'this', 'guys', 'name', 'we', 'didnt', 'think', 'you', 'guys', 'would', 'check']"
"Report: #Ferguson Cop ID'd As Unarmed Teen's Killer Left The Area Days Ago 
http://t.co/fZROKS30VC http://t.co/QAYkm1ielh","['report', 'ferguson', 'cop', 'idd', 'as', 'unarmed', 'teens', 'killer', 'left', 'the', 'area', 'days', 'ago']"
".@NBCNews I demand that you retract the lie that #Ferguson people were shouting ""Kill the police"". Reporters at scene have refuted that.","['nbcnews', 'i', 'demand', 'that', 'you', 'retract', 'the', 'lie', 'that', 'ferguson', 'people', 'were', 'shouting', 'kill', 'the', 'police', 'reporters', 'at', 'scene', 'have', 'refuted', 'that']"
Mother/Daughter team in #Ferguson.  Daughter just took bar.  Will be civil rights Atty http://t.co/m7grH0ng2o,"['motherdaughter', 'team', 'in', 'ferguson', 'daughter', 'just', 'took', 'bar', 'will', 'be', 'civil', 'rights', 'atty']"
The live stream from #Ferguson is back up and running. Watch here while you can: http://t.co/7QTY8soT46,"['the', 'live', 'stream', 'from', 'ferguson', 'is', 'back', 'up', 'and', 'running', 'watch', 'here', 'while', 'you', 'can']"
Two weeks before #MichaelBrown was killed he accepted Jesus Christ as his savior! #Ferguson,"['two', 'weeks', 'before', 'michaelbrown', 'was', 'killed', 'he', 'accepted', 'jesus', 'christ', 'as', 'his', 'savior', 'ferguson']"
Keep #dontshoot going! That's the chant of our young people in #Ferguson! http://t.co/CBFBGd63TM,"['keep', 'dontshoot', 'going', 'thats', 'the', 'chant', 'of', 'our', 'young', 'people', 'in', 'ferguson']"
RT @manofsteele: Man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen http://t.co/tBIacVzMKE,"['rt', 'manofsteele', 'man', 'picks', 'up', 'burning', 'tear', 'gas', 'can', 'and', 'throws', 'it', 'back', 'at', 'police', 'ferguson', 'pic', 'by', 'kodacohen']"
"The police in #Ferguson are using military suppression tactics on unarmed civilians. That's not law enforcement, b.","['the', 'police', 'in', 'ferguson', 'are', 'using', 'military', 'suppression', 'tactics', 'on', 'unarmed', 'civilians', 'thats', 'not', 'law', 'enforcement', 'b']"
"So, many of those calling for transparency yesterday are condemning police for what they released today. Can’t have it both ways. #ferguson","['so', 'many', 'of', 'those', 'calling', 'for', 'transparency', 'yesterday', 'are', 'condemning', 'police', 'for', 'what', 'they', 'released', 'today', 'cant', 'have', 'it', 'both', 'ways', 'ferguson']"
Crazy RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/0rmR6PhSvi,"['crazy', 'rt', 'brennamuncy', 'someone', 'please', 'remind', 'me', 'what', 'year', 'it', 'is', 'again', 'ferguson']"
Protestors have packed the lobby of the #Ferguson police headquarters. Not being let into the press confere... https://t.co/auVlJeqMoI,"['protestors', 'have', 'packed', 'the', 'lobby', 'of', 'the', 'ferguson', 'police', 'headquarters', 'not', 'being', 'let', 'into', 'the', 'press', 'confere']"
Love. #ferguson https://t.co/CKUpWXYjkC,"['love', 'ferguson']"
"I don't want another bigot getting in my TL saying it's not abt race, when's the last time a white kid has been MURDERED by police #Ferguson","['i', 'dont', 'want', 'another', 'bigot', 'getting', 'in', 'my', 'tl', 'saying', 'its', 'not', 'abt', 'race', 'whens', 'the', 'last', 'time', 'a', 'white', 'kid', 'has', 'been', 'murdered', 'by', 'police', 'ferguson']"
If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall,"['if', 'u', 'r', 'white', 'amp', 'u', 'r', 'not', 'outraged', 'about', 'ferguson', 'then', 'the', 'problem', 'is', 'much', 'bigger', 'than', 'the', 'police', 'americaforall']"
"“Which cop killed #MikeBrown?”

“Sorry. Can’t tell you that.”

“Why’d you release the video?”

“Because you asked.”

#MikeBrown #Ferguson","['which', 'cop', 'killed', 'mikebrown', 'sorry', 'cant', 'tell', 'you', 'that', 'whyd', 'you', 'release', 'the', 'video', 'because', 'you', 'asked', 'mikebrown', 'ferguson']"
"Omg Wow ""@FLOCKAfierce: WOW RT @AntonioFrench: Police have brought out the large gear in #Ferguson. http://t.co/4t4RRtNWRk""","['omg', 'wow', 'flockafierce', 'wow', 'rt', 'antoniofrench', 'police', 'have', 'brought', 'out', 'the', 'large', 'gear', 'in', 'ferguson']"
"Never forget the original relationship between the police and blacks...
#wearetargets
#Ferguson http://t.co/Y0dOOu4LbE","['never', 'forget', 'the', 'original', 'relationship', 'between', 'the', 'police', 'and', 'blacks', 'wearetargets', 'ferguson']"
"The courage it takes to to write these words down, much less display them to the world #Ferguson #MikeBrown http://t.co/6lt6JlBKCC","['the', 'courage', 'it', 'takes', 'to', 'to', 'write', 'these', 'words', 'down', 'much', 'less', 'display', 'them', 'to', 'the', 'world', 'ferguson', 'mikebrown']"
"Today's events in one video:
http://t.co/jMcAQI1ci9
#ferguson #justiceformikebrown","['todays', 'events', 'in', 'one', 'video', 'ferguson', 'justiceformikebrown']"
"The #Ferguson chief, the County chief, County prosecutor, and @CharlieADooley need to reach out to the family and promise justice TONIGHT.","['the', 'ferguson', 'chief', 'the', 'county', 'chief', 'county', 'prosecutor', 'and', 'charlieadooley', 'need', 'to', 'reach', 'out', 'to', 'the', 'family', 'and', 'promise', 'justice', 'tonight']"
"URGENT: The only 2 livestreams just went down, police is using jammers in #Ferguson. This is far beyond a police state.","['urgent', 'the', 'only', '2', 'livestreams', 'just', 'went', 'down', 'police', 'is', 'using', 'jammers', 'in', 'ferguson', 'this', 'is', 'far', 'beyond', 'a', 'police', 'state']"
Keep your eyes on @ryanjreilly 's tweets. The @HuffingtonPost journalist is on the ground in #Ferguson right now. http://t.co/ZySW8vhnkp,"['keep', 'your', 'eyes', 'on', 'ryanjreilly', 's', 'tweets', 'the', 'huffingtonpost', 'journalist', 'is', 'on', 'the', 'ground', 'in', 'ferguson', 'right', 'now']"
"The #Ferguson police dept didn't say ""murdered"" of course. Cops never ""murder"" people. Black people just ""are shot"" in proximity of cops","['the', 'ferguson', 'police', 'dept', 'didnt', 'say', 'murdered', 'of', 'course', 'cops', 'never', 'murder', 'people', 'black', 'people', 'just', 'are', 'shot', 'in', 'proximity', 'of', 'cops']"
"Never forget:
Tear Gas.
Rubber Bullets.
APCs.
Militarized Cops.
No Name Tags.
No Fly Zone.
Al Jazeera.
Never Forget Mike Brown.
#ferguson","['never', 'forget', 'tear', 'gas', 'rubber', 'bullets', 'apcs', 'militarized', 'cops', 'no', 'name', 'tags', 'no', 'fly', 'zone', 'al', 'jazeera', 'never', 'forget', 'mike', 'brown', 'ferguson']"
"High school graduation picture of Mike Brown. May he rest in peace, while we fight for his justice. #Ferguson http://t.co/ZpWHsvpnQi","['high', 'school', 'graduation', 'picture', 'of', 'mike', 'brown', 'may', 'he', 'rest', 'in', 'peace', 'while', 'we', 'fight', 'for', 'his', 'justice', 'ferguson']"
I would suggest that the #Ferguson Police department stop jamming live streams and communications immediately.,"['i', 'would', 'suggest', 'that', 'the', 'ferguson', 'police', 'department', 'stop', 'jamming', 'live', 'streams', 'and', 'communications', 'immediately']"
This person live-tweeted the killing of Michael Brown in #Ferguson: http://t.co/FMIiEF6ObP,"['this', 'person', 'livetweeted', 'the', 'killing', 'of', 'michael', 'brown', 'in', 'ferguson']"
Situation in #Ferguson getting very tense after police killed unarmed teenager Mike Brown (photo: @AntonioFrench) http://t.co/gL3y9pkfV7,"['situation', 'in', 'ferguson', 'getting', 'very', 'tense', 'after', 'police', 'killed', 'unarmed', 'teenager', 'mike', 'brown', 'photo', 'antoniofrench']"
"Follow Amnesty delegation on the ground in #Ferguson to observe, collect testimony http://t.co/srQ7W2vAyx","['follow', 'amnesty', 'delegation', 'on', 'the', 'ground', 'in', 'ferguson', 'to', 'observe', 'collect', 'testimony']"
The astonishing pictures coming out of #Ferguson--snipers and tanks trained on civilians--look like they're straight out of a failing state.,"['the', 'astonishing', 'pictures', 'coming', 'out', 'of', 'fergusonsnipers', 'and', 'tanks', 'trained', 'on', 'civilianslook', 'like', 'theyre', 'straight', 'out', 'of', 'a', 'failing', 'state']"
St. Louis police chief condemns military tactics being used in #Ferguson http://t.co/6jmeZutuoe,"['st', 'louis', 'police', 'chief', 'condemns', 'military', 'tactics', 'being', 'used', 'in', 'ferguson']"
Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,"['powerful', 'video', 'of', 'protestors', 'whands', 'up', 'mocking', 'ferguson', 'police', 'video', 'via', 'antoniofrench', 'mikebrown']"
#JusticeForMikeBrown: Powerful photos from the #Ferguson police protests http://t.co/PfZ0GIAxE1 http://t.co/I4x6KRgnHE,"['justiceformikebrown', 'powerful', 'photos', 'from', 'the', 'ferguson', 'police', 'protests']"
